text,sentiment
"During his fishing time though it was sheer delight for him , his boys were always ready and willing to go to sea , bother U-boats etc ! ",joy
 Again ! ,neutral
 My condolences . ,sadness
 The weather report says it's going to rain for a whole week . ,neutral
"There was a woman who wanted me to call her mother , and then called me awkward , exasperated and frightened with the dreams and the screams . ",anger
"Nearby the end of the year my wife and I were having a car ride, when it appears another vehicle, driven by a drunk driver and provokes an accident.",anger
 Yes . ,neutral
" Well , the life style is much more relaxed than here in the city . And the seafood is tastier ! ",joy
 Goodbye . ,neutral
Doing well in the exam.,joy
When my mother quarrelled with my aunt over me.,anger
 Mom ! ! ! Please . All my friends have had it for years . ,anger
"When my father managed to begin a \new life\"" after the divorce from my mother; resulting in a new little sister for me.""",joy
 Not at all . ,neutral
"When a friend, who has been with me at school, failed to make it to university.",sadness
I don't know what I can do now . I'm down and out . ,sadness
When my parents did not let me go on a study tour.,sadness
"Her ladyship looked frightened , shocked . ",fear
"I was spending my summer holidays in a village.  My friend and I were coming back from a discotheque at night and we heard a noise from an alley.  We were very scared and we got into my friend's house.  A moment later, an unknown car picked up a person from this alley.",fear
"I had to give up my love, because it did not work out well.",sadness
Jenny sat with a contented smile on her face during this interchange while mother repressed her irritation and anger with her husband 's remarks . ,joy
"At having an argument with a stranger, in the street.",anger
 You ’ Ve got to be kidding me ! You ’ re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ? ,anger
 Why not ? ,neutral
 Yesterday . I didn't even know it was coming . He just told me he found someone else . ,sadness
"Although this is hardly the headhunter 's fault , the candidate will naturally feel annoyance or even anger that his or her expectations have been raised and then dashed , often without much explanation . ",anger
When I was involved in a traffic accident.,fear
"The boss sounded agitated when I spoke to him over the phone . "" ",fear
 I'm not flattering you.You ' re full of energy every day . ,joy
" Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore ! ",anger
 She said it was because we had very different ideas about life . ,sadness
" I want to go fishing today , but I have left my rod and fishing line at home . ",sadness
 I ’ m down in spirits . ,sadness
Movement in bush late at night while camping.,fear
"Overjoyed at the prospect , she found it difficult to conceal her excitement from those around her . ",joy
When my sister broke my china tea set.,anger
 I guess so . ,neutral
I received the mid-term exam paper of one of my major subjects and I found that I had failed it.,sadness
I walked in on a teenage patient of mine (I work in a hospital) as he was going through my office drawers and he had removed money from my purse.,anger
 Do you have a subscription ? ,neutral
Finding out that I was deceived by a friend.,anger
"Your eyesight 's not good enough , "" Miss Dersingham said with exasperation . ",anger
" With that attitude , I don't really think we have much more to discuss here . ",anger
Meddlesomeness of my mother about the way I live. She thinks I am to free in my behavior for instance when a boyfriend stays the night.,anger
 Why not ? ,neutral
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ",neutral
` He was livid . ,anger
When my father a 4th/5th generation colonial (from Eng.) attacked me verbally about my chosen partner. A man whom he discarded because his colour skin was not white. His ultimate disgust saddned me.,sadness
 What you said gives me the creeps ! ,fear
" I want to have a picnic with my friends , Mum . ",neutral
"` Was it sad because its mummy was nasty to it ? "" he said . ",sadness
" And three times a week , you can either swim , play racketball , or hand ball . ",neutral
Charlotte looked at Ursula and saw a frozen expression of horror on her face . ,fear
 Are you going to have a birthday party ? ,neutral
 After you . ,neutral
"A person with whom I had been on bad terms, gave me a present. We became reconciled.",joy
When I thought that my high school love and I had a mutual emotion.,joy
"One dark night with no street lights, a car was obviously following me.",fear
His comments are a major diplomatic gaffe as the CRC has supported the region in its disquiet over the CRE 's decision to begin an investigation . ,fear
 What ? ,neutral
 I'll certainly try to help you . What topic is your paper on ? ,neutral
I don ’ t know what I ’ m going to do ! It ’ s going to be impossible to make ends meet if I lose my job ! ,sadness
" Sorry , sir . That table has been reserved . This way , please . How about this one , sir ? ",sadness
 It must be a haunted house . Are you frightened ? ,fear
The day I learnt that I had been admitted to the university.,joy
It was a revelation after the pain of trotting and Nails was cross when Nutty brought it to an end . ,anger
 That's no problem.He just has a friend who works in a shop that can do plastic wrap . That's easy.And probably it's the same shop he got the boxes from.Maybe his friend works in an electronics store . They sell video cameras there.Probably they had a couple video camera boxes lying around.So they get the idea of wrapping bricks to sell to fools like you.Twenty dollars a brick . That's a good profit if they can sell enough bricks . ,neutral
"When, for example, I left for the first time my parents and I went to live in Sofia.",sadness
 Yes.You look very smart today . ,joy
Mugged while on holiday in the U.S.A.,fear
When my ex-boyfriend and I separated.,sadness
"He was concerned that parents would want to see their children doing ` real "" maths , and advised injecting investigations into the existing syllabus instead . ",fear
Staying alone in the room after midnight and reading horror stories.,fear
She 's really riled now . ,anger
 For What ? ,neutral
"Once my friend and I got into into a hot discussion on a very controversial topic.  At one point of the argument I disagreed with her totally and I took what she was saying as an insult.  So I couter-argued and unknowingly hurt her emotionally, I felt very sad about this.",sadness
When I was walking around all alone at night.,fear
"More usually it left him ashamed and angry , despite his wife 's kind words of consolation , and Ashi herself in an agitated state of dissatisfaction and unhappiness . ",fear
" Why don ’ t you marry Rose , then ? ",anger
"I kept trying to get back to his lugubrious face , which reclined morosely in his good hand as the guests filled the air around him with cultivated noises . ",sadness
 Have they set a date for the wedding ? ,neutral
Failed an exam.,sadness
When I heard that I had passed Primary School Leaving Certificate and was selected to go for Secondary education.,joy
 I don ’ t think they are right . I have tried my best and that's enough . It is unfair that they are always saying these thing . Sometimes I even feel deeply hurt . ,sadness
"During the days that followed Brackenbury 's hasty departure , Edward 's despondency increased . ",sadness
When I was walking along a road alone on my way to go shopping.,fear
Anger towards my lover for being late.,anger
" I know , but it is hard for me to get used to your relatives coming to visit us , and without warning . ",anger
I swear I will never shop at a street market in China . It's a terrible place full of excellent profiteers ! You have to keep an eye whenever it comes to paying for something . ,anger
When I learnt that my brother-in-law had been poisoned by his friends and that he was dead.,sadness
 Yes . I ’ Ve won the first prize in the math contest . ,joy
 Thank you ! ,joy
 I see . who ’ s the head of your household ? ,neutral
"Her face must have registered dismay at having to tell Peter what had happened , for he gave a narrow smile . ",fear
When I was with someone I love.,joy
 Why not ? ,neutral
" Oh , er ... sorry that's because we didn't have time to clean it . ",sadness
The breakup of a relationship. After the event I was upset/sad then angry maybe 2/3 weeks later.,anger
"When I was caught by the police and was kept with a group of delinquents, which added to my fear of being shut up.  I was afraid of the people near me and the future consequences.",fear
 So are you ! How about another coffee ? ,neutral
"` In my youth "" , says Baxter , ` I was quickly past my fundamentals and was running up into a multitude of controversies , and greatly delighted with metaphysical and scholastic writings . "" ",joy
 Passed . ,neutral
 I love this art exhibition ! ,joy
They talk about the sadness of departure ; what about the guilt of arrival ? ,sadness
" Well , such things are just unavoidable in a great metropolis like Beijing . I think a still more desirable benefit is psychological . Bicycling home after work can help release your stress . Life in the offices is miserable . You just sit there in a daze , gazing at the monitor and dealing with files and documents . Why don't you give a full play to your energy after work ? Enjoy the speed on the road . Just think , you are flashing past the poles with your own energy . How great ! ",joy
I experience that feeling when I am insulted without deserving it or when someone deceives me.,anger
"That was soon after the results of the interview which nearly 9,000 people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L.S.H.S.",joy
"I had this experience of fear when few people were fighting at a social one night, which one of my relative was involved. My fear was greatly for him because he was being assaulted badly.",fear
Finding out I was chosen for the English lectures.,joy
" Yes , I am . ",neutral
 She's 42 . ,neutral
When someone lies to me.,anger
"Getting my kitten, found at work several years ago, taking him home in a box on my motorbike, showing it to my defacto.",joy
"Where ever resides at in your life move in that direction with boldness! The more u go, the less it has power ova you.",fear
My father gave me money for school fees and I didn't pay school fees instead I spent it on beer and did not tell him about this.,fear
 It doesn't look good at all . ,anger
" Yikes ! you are joking , right ? I can't believe it . No wonder he is so stressed and bossy lately . I thought he was just being ostentatious by giving orders to people and all the different departments . What big shoes to fill ! ",anger
Lili was getting exasperated . ,anger
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ",neutral
I made a long-distance call to people rather close to me and I thought about the sad incident that had happened to them in the near past; I knew that they were thinking about it too when I made the call.,sadness
"A fall during a climb, with almost with no previous experience.",fear
" sure , I have a part-time job as a bartender . ",neutral
 Try me . ,neutral
 What ? ,neutral
 What did you think you were doing ? ,anger
"And , remember , as with all our offers , we guarantee to refund your money if you 're not delighted with your purchase . ",joy
 I ’ m definitely taking them to court . ,anger
Hate snakes so much can't even watch them on tv ,fear
" Hi , Gary , what happened ? I was waiting for you at the theater . Why didn ’ t you meet me there ? ",anger
"` I 'm not particularly worried if players don't score , but you just can't stroll around . ",fear
When my parents got divorced.,sadness
 Stalls . ,neutral
The EC was infuriated . ,anger
"I wanted to get in contact with a girl I loved, but I was afraid she would refuse me.",fear
When my parents drove me to a nearby place and went home immediately instead of waiting a few hours.  They could have easily waited.,anger
"I think he was in a hurry and was cross about being stopped , "" said an eyewitness . ",anger
"wow, thats amazing, i am happy for you :)",joy
At noon one Sunday I received a phone call telling me that my mother had been knocked down by a car at the street crossing and that her husband should go and see her.  I could not believe this as my father and my mother had gone out together to buy lunch boxes.  However I immediately ran to the scene of the accident.,fear
 That's wonderful ! ,joy
It was in March 1985 when one of my fellow students borrowed my wristwatch and after sometime he broke a glass of that watch I got angry when he was telling me but the anger didn't take long to fade.,anger
@iHoldDownBoogie Lol Have No DRoss Is Here! (Hero Voice),fear
" Yes , actually it ’ s my second visit . I was there last October . ",joy
 It is ? ,neutral
"` Estelle 's delight in Thomas made your mother very happy , "" Ashley recalled , her head resting against his chest . ",joy
"After I was thrown out of a car in an accident, this resulted in a fracture.",fear
"I lived in a student-house, where you shared the lavatory and shower with a fellow student. the shower cubicle formed the connection between both appartments. My neighbour very often was drunk and aggressive. One night, I was afraid that he would enter my room.",fear
"` To be honest , I 'm more concerned about getting a good night 's sleep , "" says a pregnant woman , who 's working full-time at a demanding job . ",fear
Finding out about people can go mad for social reasons.,fear
When I noticed that I do many things to the pregiudice of myself.,sadness
When they told me that my grandfather was rather ill.,sadness
Fear when fulfilling my obligations on my first night fatigue duty as a soldier.,fear
 I really enjoy the beach in the summer . ,joy
I was happy to hear that my sister had won a prize at running competition.,joy
"To be able to prepare myself better for an important examination, I did not spend the nitht with my girl-friend but in the students' hostel. I had not done that for months. The day when I had the exam, somebody knocked at my door at seven o'clock in the morning. My girl-friend who likes sleeping late, had come to be able to be with me.",joy
"So I got very , very depressed about it all and I just said to the officers , ` Put me in my cell and leave me alone . ",sadness
When I was reprimanded by the manager of the hotel where I worked during Autumn 1984.,fear
Bonjour ! ,neutral
" Sorry , darling , I forgot . ",sadness
@Ginza1986 @Smitty_bhoy Haha i don't like seeing that bear sober ,fear
My son was registered to get admission in grade one of the         primary school.  The chances of him getting a place there was 1/10.  Two weeks later I was informed that he had been enrolled.,joy
" Jenny , come and help , we need to prepare more food . ",neutral
How are you ? ,neutral
" Again , I do apologize for the inconvenience . ",sadness
 Sorry . It is the smallest size we have . ,sadness
 How was it ? ,neutral
"Her shoulders were slumped and she was walking slowly , looking depressed . ",sadness
" I'm sorry , but I don't know that name . You must have the wrong number . ",sadness
" Sure , a promise is a promise . ",joy
At school teacher for not allowing us to go out on New Year's Eve when on a class trip overseas.,anger
I felt something close to that when I saw that there was a man on the terrace of the flat.,fear
Do you often buy magazines ? ,neutral
"I Am not afraid of tomorrow, for I have seen yesterday and I love today less",fear
 Good . ,neutral
Wow ! I can't believe I'm standing here ! ,joy
" How could I help but follow it ? The fluctuation of dollar is killing my company ! The exchange rates are eating into our profits , and we can't do anything about it . ",anger
"Spending the nitht with close friends, after being away (out of Nijmegen) for a while.",joy
"In this he resembled Bonamy Dobre at Leeds , who reacted with the utmost dismay when his pet student , Robin Skelton , announced his engagement to a fellow-student . ",fear
When my father was imprisoned for burning the house of his younger brother.,sadness
 I think it's bleeding . ,sadness
"Losing close people and animals. So far, I've felt most when losing our dog in a traffic accident.",sadness
First public speaking.,joy
 Right . ,neutral
 not just working experience . I would say the biggest lesson I learned is how to deal with people from all walks of life . ,neutral
 There is nothing good at the moment.Let ' s do something different.Would you like to go to a concert ? ,joy
Being invited out by a person I wished to get closer to. He telephoned and invited me to go out with him the next night.,joy
Guy 's mouth kicked up at one corner in a wryly amused smile . ,joy
When I heard a lion roar for the first time.,fear
"My episode of fright happened when I came to study.  I had to stand in front of my still unknown fellow students and talk about myself.  My hands shook, I flushed and became tongue-tied.",fear
I was filled with joy when I heard that I had been selected for a University course.,joy
" Oh , Yes ? ",neutral
" Jacob , you have the luxury of having a haircut that rarely needs styling . I don ’ t . I have to set aside about an hour and a half to get ready in the mornings . Every day , I wake up and head straight for the shower . Every second day , I wash my hair . If it ’ s a hair-washing day , I frequently need to wash my hair twice because it gets really oily . Then I usually put in a conditioner and have to rinse that out too . Because my hair is so long , I seldom manage to take a shower in under twenty minutes . Afterwards , I often put on a pot of coffee and get dressed while I wait for it to brew . I take a long time to get dressed in the morning . Every now and then I remember to choose my outfit the night before , but usually I do it in the morning . In all , getting dressed takes about half an hour , at which time my hair is now semi-dry so then I have to style my hair . From time to time I ’ ll put my hair up , but oftentimes I bloody it straight . And then , because of the texture of my hair , I regularly have to flat-iron it to keep it from frizzing . That ’ s another twenty minutes or so . After that , I have my daily makeup routine . ",anger
 Is 5 PM . Saturday a good time for you ? ,neutral
 He makes me nervous . He looks at me funny . And he never buys anything ! ,fear
 For what ? ,neutral
"My best friend started moving out with my boyfriend. When I heard this my heart sank because I didn't expect that my own good friend could do such a thing, so I got angry.",anger
 I'll never again come to your side ; I am turn away now and can't return . ,anger
D.H. And no criticism of the drugs or medical regime because they 're too frightened . ,fear
@Cash_Cream @malcSF u dont wanna lose to MUSA is that what it is...scared money dont make no money...Cash,fear
Driving my family 2 any where is no fun ! !,fear
When I was told that they had got tickets for me for a film marathon I wanted to see.,joy
" Ok . I will wait until you have had your fun , if that's what you want . ",neutral
 What is it ? ,neutral
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,joy
 But she did and made me disappointed . ,sadness
" Sure , that would be great . I'll bring the wine . ",joy
"In his meeting with Bush , zal reportedly sought to express his disquiet about a bill passing through the US Congress aimed at marking the "" 75th anniversary of the Armenian genocide of 1915-23 "" . ",fear
Duncan could imagine their anger at being forced into another emergency manoeuvre . ,anger
 Bye . ,neutral
"There were rumours of anger among the grain farmers , who were being given IOUs instead of cash for their crops . ",anger
You know you're scared when you have every single light on in your apartment and don't even notice it! ,fear
 I want to try something exciting . ,joy
"But when he saw the wind boisterous, he was afraid ; and beginning to sink , he cried , saying, Lord, save me. Matthew 14:30 ",fear
"When my grandfather whom I had met only once for 3 weeks, died after several months. I was really sad because he was a lovely person and I did not have the means for his company.",sadness
 Why do you like it ? ,neutral
Deliberately provoked by someone close. Angered by the deliberation not the provocation.,anger
I had arranged with a friend to go with him to Carinthia by car. We had arranged a place where to meet. I was a bit late and my friend had left already. I had no money to go by train. I nearly started to cry because I was so angry - it was very important for me to go to Carinthia.,anger
 That sounds so interesting . I wish I learned a hobby . ,joy
 Eight . ,neutral
 I got carried away . I made such a fool of myself . They were both laughing at me ! ,anger
Irishman Mr MacSharry was so furious about Mr Delors ' interference that he resigned his post . ,anger
" Me , too . ",neutral
Can we talk ? ,neutral
I like this :-) I love today,joy
"I couldn't wait for the pictures to come out , I was so excited to see them . ",joy
Every country should face the history . ,neutral
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,neutral
 I might just ! Enjoy your stupid game ! ,anger
My girlfriend started singing (she cannot sing) and did not stop despite my asking her to do so.,anger
 I am not in the mood . ,sadness
We were driving on a very dusty road at night and the driver tried to overtake a very big truck only to find another big truck parked right in front.,fear
" Yes , he does have Richard ’ s eyes . The baby even looks like you than Richard does . ",joy
 I just lost my job . My boss just told me . ,sadness
"I heard that a friend had died in an accident; group situation: suddenly a friend came in and said \Have you already heard that...\""; there was a terrible consternation, silence, then everybody shouted excitedly \""How could that happen...\"".""",sadness
 Maybe . ,neutral
 You have to go and fix it . ,neutral
 you can say that again ! He won't even let us check our personal email at work ! ,anger
"I was caught doing something I was not supposed to do.  I did something with the person who caught me (bribe) and even though he promised not to report me, I am still frightened.",fear
"In September 1984, I was forced to live with someone I did not like.  The first week we were at loggerheads and our conversation was like a debate.  The atmosphere was very bad.  When he learnt that I had got 95 marks in a test he told me \ A failure, You lost 5 marks.\""   I was very angry, not because my marks were lower than his, but because I could not tolerate his pride.  I did not show my discontentment and carried on doing my work.""",anger
But he was sniffily dismayed at their delight in consumerism and sheep-like attitude to the reactionary rubbish in the papers . ,joy
What ? ,neutral
" At cars ! You aren't thinking about buying a car , are you ? ",anger
Being slandered by friends.,anger
 Why not ? ,neutral
"Goodbye, Farewell, So Long.... ",fear
 Is it full ? ,neutral
I'm really in a flap about the interview . ,fear
Get changed ! ,neutral
"With a wide , delighted smile , because she hadn't really expected ever to see him again , she teased , ` Are you following me ? "" ",joy
When I lost my father in a car accident.,sadness
 Hmm . Do women usually work after they get married ? ,neutral
Saw a father beating up his small child.,sadness
 I do ? ,neutral
" I would love to hear the birds singing and feel the fresh breeze on my face . When the wind blows in the city , you get dust in your mouth and in your eyes . ",joy
When my brother died.,sadness
"A few weeks back, as I was in a hurry to leave the house, I left some of my things lying around.  This is something I never do. My uncle,who lives with us, as we live in a joint family, remarked that we were always doing things like  this.  This really got me mad.",anger
"Salesmen were still tramping the aisles of the carriages , shouting over the excited chatter of the crowd , the squawking of chickens and bleating of goats . ",joy
The very idea is preposterous and I was overjoyed to see that you believed me . ,joy
The participants in folk dance can and certainly do show elation . ,joy
"He looked up , his lugubrious face pale , and Athelstan saw it was tear-stained . ",sadness
"Yes , sir ? ",neutral
 Are you done ? ,anger
 Thank you . ,joy
When I learnt that I had been accepted at the medical school.,joy
I felt fear when one night my aunt and Uncle left me alone at their house to look after the baby when they went to a party.,fear
When I found our my mother didn't have cancer.,joy
"When we were going to Nkhoma last Saturday the vehicle was moving very fast, so I feared we might crash since the road was too rough.",fear
Could not find my way out in the college building at night.,fear
Her excitement shone in her eyes as she showed him her sketches . ,joy
" Not bad.Li Hong , I am sorry that I can ’ t go to see Mrs.Brown with you tomorrow morning.My mother is ill . I must take care of her . ",sadness
When I had my children.,joy
Where is John ? I can't find him anywhere . ,neutral
The day I got a letter from the U.G.C informing me that I had been awarded the junior research fellowship.,joy
 I am not ! ,neutral
My best friend could not get into university.,sadness
 Details ? ,neutral
"If refused , they may feel saddened , disappointed , or inconvenienced , but their self-concept isn't shattered . ",sadness
"Angry at being separated from Jeanne , Modigliani spent much of his time drinking in a windowless little bar where local artists met , where he drank and ran up debts . ",anger
An inter-college basket-ball match.,fear
"In a low , resentful voice , Cullam said , ` I was sick . ",anger
I felt angry when I failed in an exam about which I knew quite a few things and I did not deserve to be plucked.,anger
When my friend (girl) promised to help me go to the hospital and be examined by good experts and she deceived me.,anger
I preached to a F.3 students in a gospel camp.  They thus knew more about God and made up their minds to believe in Jesus.,joy
When you say something and you pray the person don't hear,fear
"I was in the Korean War. We were attacked with mortars, me and companion. We stopped the jeep and ran for cover. Fortunately neither of us was hit but we both came close to being killed.",fear
"My 21st birthday celebration, when I cut the cake and received the presents.",joy
When my boss enrolled in a course to satisfy his own ends - to trample on his associates.  I have the misfortune to have one of my superiors in my course.,anger
"Strangely , she felt more resentful of this lady 's peremptory commands than she ever had of those of the merchants ' wives she had previously been obliged to swallow . ",anger
 I just got off the phone with my boyfriend . He is always getting upset and losing his temper over nothing . It ’ s so hard to talk to him at times . ,sadness
I was very sad when I heard about the death of my teacher who taught me in Standard 8.,sadness
" I know ... I know ... it's all my fault . I feel awful that I didn ’ t study , and I cheated , and I got caught . ",sadness
Nothing happened -- not that she 'd really thought anything would -- although there was a nervous tingle in her fingers . ,fear
Somebody wanted to beat my brother at a wedding ceremony and I was trying to protect my brother but the other man was calling names to both of us.,anger
"When my grandfather died I was extremely sad.  However my family members did not have any special feelings, they said that he was already 80 years old.",sadness
 That's a great idea . It's the best season for tourists in Florida . You can also get a good sun-tan there . ,joy
 I'm not being pessimistic . I'm being realistic . My chemistry is so bad . ,sadness
"Before getting back the results of a test in school, when I had worked very hard and was worried about not succeeding.",fear
 Tomorrow is Christmas and I haven ’ t bought my mom anything ! I ’ m such a bad son ! ,fear
My lovely girlfriend double-crossed me and so that I found her chatting with another guy.,anger
I'm terrible sorry . I seem to have mislaid your MP4 . ,sadness
Freeze ! Police ! Put your hands over your head ! ,anger
I felt joy when my boyfriend proposed to me in marriage.,joy
at what age does one gain this concept known as common sense?  ,fear
I was afraid when my first boyfriend threatened to make an end to our relationship because he didn't love me enough while I loved him very much.,fear
"When I was blamed for some of my attributes which are very often misunderstood, especially when one is very frank.",anger
My bed sheet (present of my parents) damaged by roommate.,anger
 Let me have a look . Whoa ! Get away from me ! ,fear
When I failed an exam unfairly.,anger
"Been watching Gshore series1 all day... Never wanted to put loadsa tan on, hit the club and pull some lads so much in my life ",fear
"Dear Lord , he can be stupid , thought Scarlet , as she saw Camille about to respond with the surprised gratification of a matador to whom the bull has blindly turned his flank . ",joy
 Get out of here ! ,anger
"It ’ s so relaxing , taking a walk in the country . The air is so fresh and clean . ",joy
People not resprcting my opinion.,anger
 I ’ m rather disappointed at not being able to see my best friend off . ,sadness
 How dare you speak to me like this . ,anger
When my elder sister had a baby girl.  She was the first girl in the family after 19 years of baby boys.,joy
 so do I . ,neutral
Nothing hurts @ndamukong_suh worse than taking away what he loves to do most...Put in quarterbacks on Sunday. #Lions,fear
The disease and subsequent death of a close acquaintance. Sadness was accompanied with feelings of powerlessness (I also experienced sadness in the situation described under guilt).,sadness
When I discovered that I and my friend would be licensed at the first call. This emotion was accompanied by a great relief. It was the coronation of a year of sacrifice and extrene discipline.,joy
" and .... Think about it,,,,based on your belief, u don't even lose your #LIFE when u lose your physical #LIFE #UseITdontUseIT",fear
My trouser's zipper was open when I was at a public wedding.,anger
"I thought that I had failed an examination, but when I was informed about the mark, I saw that I had passed it.",joy
 My drives were terrible today . I kept slicing the ball into the roughs and sand traps . ,sadness
" I've been here for 3 years , and I haven't had a raise in all that time.If you like my work , it should be reflected in my pay , and I feel it isn't . ",anger
Birds had made nests in our thatched roof and they were flying and flapping their wings in the bedroom at night.  It was very dark and I could not even see my nose.  I did not know that it was the birds till my mother told me so.,fear
"In fact , now you come to mention it , I 'm a little bit peeved with her . ",anger
I felt angry when I heard that my sister had failed the Examinations which we hoped she was going to pass with distinctions.,anger
 Aren't you the pot calling the kettle black ? You're wearing my pants right now ! ,anger
 cheese ... ,neutral
Introducing myself at a first tutorial this year at University.,fear
My grandfather's funeral.,sadness
 That would be convenient . They might as well ask him to fix the electrical wiring . The circuit breakers keep going out all the time . It ’ s really annoying ! ,anger
The last time she had walked down this lane she had been too anxious about Susan to notice very much . ,fear
When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.,anger
My cut was run over by a car. After searching for a long time I found her lying in a kerb. I was rather shocked and angry with the driver.,sadness
 I don't believe you . ,neutral
"If , as she suspected , Elizabeth was miserable because of that dreary village sawbones , then it was dishonest and unlikeable of her to pretend that it was because of her sister-in-law . ",sadness
" Yes , I really weak in maps , I did poorly in high school . ",sadness
When my dog died.,sadness
It's all over . I'm bankrupt . ,sadness
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,neutral
 I am awfully sorry . I didn't think you would mind so much . ,sadness
Do you have a delight in animals and skill in their management ? ,joy
"I told Dana I could no longer bear the atmosphere of the city , the right-wing bullies , the Falangists , the deadening work of teaching mostly bored and resentful students . ",anger
"` I think your friend Billy and his fellow commandos were a bit peeved to find themselves here after the horse had bolted , so to speak . "" ",anger
"I was then in the 10th standard and was going to my native place.  The last bus had already left and so I started walking, it soon became quite dark.  The road was a village road and was deserted, I was not even sure if that was the right way.  I finally reached home at 10 P.M.",fear
Misunderstood by friends.,anger
"As a passenger in a vehicle travelling from the steep side of Arthur's Pass in the middle of a sleet-storm, icy roads, sheer chasms to one side, sheer face to the other.",fear
"If he promised to help you , I'm sure he will help . He's a man of his word . ",neutral
There was really no reason why Star should be cross . ,anger
" Wow , that does sound like it's going to be fun . ",joy
"A class-mate died after being two months in coma, after a car accident.",sadness
 The Giants ? ,neutral
 You ’ re right . ,joy
Hi Mark . ,neutral
` There is exasperation that it is taking so long . ,anger
I talked to my boyfriend on the phone when I was in high spirits and had a lot to tell him.  I had been looking forward to this conversation and he did not listen to me to the extent that I had anticipated.,sadness
"I was sitting for an exam in biochemistry, I was very excited because it was a supplementary examination. I passed the exam very well and was glad because I recovered my selfconfidence.",joy
 Oh . Hi Matt . I went snowboarding yesterday and my whole body aches . ,sadness
The passing away of my mum.,sadness
At the age of 12 years I always had to take care of my little brother and sister I never could sleep then. I always imagined creepy men sneaking into our house.,fear
When my nephew was taken to hospital with meningitis and we did not know what would happen.,sadness
When my wife told me that the refrigerator had stopped working.,anger
"Having to decide on a termination of a pregnancy, after discussing it with friends, family and the man involved.",sadness
 When did you learn to dance ? ,joy
" You know what ? You and I had no plans , so I made plans with Mark . What's the problem ? ",anger
Tutorial again !  A fearful feeling came to me when I sat on the chair and looked at my fellow students all around.  I was really scared that they would ask me some questions or challenge the ideas that I had presented.,fear
 Yes . ,neutral
"I just got laid off . The awful business , you know . ",sadness
"This is often the feeling the bereaved find most difficult to acknowledge , their anger against the dead person for abandoning them to face the world alone . ",anger
" Shut up . You should think how to make fortunes , not look for a squabble . ",anger
 It's a brick ! I can't believe how stupid I was . Damn it ! ,anger
When I learnt that the girl I had impregnated was in hospital and was on the verge of dying as she had refused to accept the responsibility of her pregnancy and had wanted to commit suicide.,fear
A friend of mine gave birth to a child. Very dangerous delivery. I was afraid for her and for the baby.,fear
 What ! I resent that ! ,anger
"We were camping in the mountains, and a friend and I went for a walk.  It was getting darker and darker and we were not sure of the right way back.",fear
"My grandfather died. He lived almost as a recluse not caring for himself as well as he should - Dad and we all helped as much as we could, but it didn't save him from himself. It was an unexpected death. His second de facto wife was lucky she wasn't jailed.",sadness
The Department of Health is aware of the disquiet among dentists . ,fear
Sheila Williams was feeling miserable . ,sadness
 I will . ,neutral
"Comme au match aller, un CSKA sans génie subit la loi des Lillois...jusque dans les dernières minutes? #LDC #LOSC",fear
"When, for the first time I realized the meaning of death.",fear
 Sorry . I didn't know . ,sadness
"I always get angry when somebody deceives me, or tries to conceal his lie skilfully and this offends me even more.",anger
 who is he ? ,neutral
Really afraid to be bipolar and have more problems of self harm than cutting … :'( ,fear
 How come ? ,neutral
When I had a good result in the certificate examination.,joy
Guinness is particularly pleased that its own employees can participate in these programmes through matched giving schemes . ,joy
 That sucks . ,neutral
"No speeches have yet been greeted with ecstatic cries of ` author , author "" -- probably because Denis Healey is not there -- but the clash of rival socialist philosophies is no less cacaphonous . ",joy
 Why didn't you just call ? I hate sending SMS messages . ,anger
" So you'll make the Stars.com deadline , and have us up and running next week ? ",neutral
"Excuse me , what's the screen near your steering wheel for ? ",neutral
"That 's why I 'm not frightened of your report . "" ",fear
His delight first makes itself evident during his solo for Lise even though technical mistakes keep on happening . ,joy
"So who does he think he is , anyway , I can't believe the way that my boss has been ordering everyone around lately , I mean , it's now like he is the CEO , or anything . ",anger
"Fear - paralysing - that I would not be accepted by the God who I believed to be there because I was \morally bankrupt\"" (before becoming a Christian and realising that that was why Christ came to free us from sin and to forgive us).""",fear
saw  on the tv stand. they smelled like a combination of and #shame. if that b*tch thinks i'm wearing them...,fear
"When others let me down, fail to keep agreements.",anger
"If the weatherman's predictions are accurate , it should rain tomorrow . ",neutral
Value and source of  we know  God knows  of the #Lord  Job 28 #RCCAtlBible,fear
 The movie theater is always so crowded on the weekends . I like to go to the movies during the week . ,neutral
 Actually they ’ re expecting the baby to come on my birthday . ,joy
 How was it ? ,neutral
 Can I stop by ? ,neutral
"Why ever did he bother to write them out ? the landlady asked , gravely vexed and insulted . ",anger
